,age,income,net_worth,risk_tolerance,time_horizon,has_dependents,is_retired,tax_bracket,pref_equity,pref_bonds,pref_alts,pref_cash,segment,pca_1,pca_2,segment_name
1512,23,138074,45198,3,35,0,0,0.22,95.0,-4.6,9.6,0.0,2,-1.1246548203080327,0.6456752339298114,Pre-Retiree Conservatives
1513,66,40590,50345,4,14,0,0,0.37,80.1,6.3,12.5,1.1,4,0.23902656711625475,-0.5454052571230557,Retired Income Seekers
1514,46,66953,694519,3,9,0,0,0.12,85.1,-3.5,18.4,0.0,4,-1.3234467891197776,-0.02297477429398822,Retired Income Seekers
1515,60,89320,262369,3,3,0,0,0.22,71.3,8.7,20.0,0.0,4,-0.9566874972741107,0.1301203865541342,Retired Income Seekers
1516,30,103709,62830,1,38,0,0,0.24,87.5,-4.1,16.6,0.0,2,-1.6539316300564406,0.6587807498318824,Pre-Retiree Conservatives
1517,43,92509,463847,3,20,1,0,0.37,74.5,5.5,20.0,0.0,1,0.6173534541985759,-0.9223644887677152,Mid-Career Balanced Families
1518,64,47436,67150,1,33,1,0,0.37,59.1,30.3,10.6,0.0,1,0.625673522812515,-0.10706160746467772,Mid-Career Balanced Families
1519,67,128744,15670,3,32,1,0,0.22,74.4,5.6,20.0,0.0,1,0.9798158667179798,1.2282173451333986,Mid-Career Balanced Families
1520,25,54879,375558,4,36,0,0,0.24,95.0,-10.7,15.7,0.0,2,-0.4445063040619304,-0.4032168157871574,Pre-Retiree Conservatives
1521,47,40202,1173471,3,26,1,0,0.32,74.7,11.2,9.1,5.0,1,0.6395741583345852,-1.2617665601916528,Mid-Career Balanced Families
1522,50,40617,317949,2,5,1,0,0.37,66.1,24.5,9.1,0.3,1,0.29092010608992575,-1.4952161256951302,Mid-Career Balanced Families
1523,66,232813,16902,4,30,1,0,0.22,80.9,7.0,9.6,2.5,1,0.9897646398587866,2.050691577883618,Mid-Career Balanced Families
1524,55,35618,158218,2,17,0,0,0.22,71.7,16.4,11.9,0.0,4,-1.004846048080616,0.014223306292206006,Retired Income Seekers
1525,44,147878,117067,4,6,0,0,0.12,94.3,-12.0,17.7,0.0,4,-1.0713651675280098,0.79316189024394,Retired Income Seekers
1526,58,27042,256236,3,15,1,0,0.12,69.4,18.6,12.0,0.0,1,0.6515911882859451,-0.09821748724760139,Mid-Career Balanced Families
1527,32,84249,58881,2,1,1,0,0.32,69.4,17.8,12.8,0.0,1,-0.2181516722897456,-1.2961927352592832,Mid-Career Balanced Families
1528,27,73714,109078,5,13,1,0,0.32,95.0,-5.7,10.7,0.0,1,1.1798670990411637,-1.4883124433750217,Mid-Career Balanced Families
1529,39,186252,29610,2,34,1,0,0.32,79.3,10.3,9.9,0.5,1,0.10145639111910222,0.7694429175227432,Mid-Career Balanced Families
1530,42,37870,212378,5,30,0,1,0.32,95.0,-15.0,20.0,0.0,3,1.3172273064630577,0.5235474016375148,High-Net-Worth Diversifiers
1531,63,31211,30962,1,19,0,0,0.22,53.6,36.3,9.5,0.6,4,-1.2030314866758016,0.37639292002951924,Retired Income Seekers
1532,57,55184,275105,2,2,1,0,0.22,45.9,41.6,12.5,0.0,1,0.06485295655702872,-0.5744825719642945,Mid-Career Balanced Families
1533,62,192021,66127,2,12,0,0,0.22,55.4,31.3,13.3,0.0,4,-1.4840590401574387,1.587972737211792,Retired Income Seekers
1534,59,32244,3752,1,24,0,1,0.24,53.1,34.9,12.0,0.0,3,-0.2317135742879902,1.546334617034725,High-Net-Worth Diversifiers
1535,55,9780,421894,4,11,1,0,0.32,79.8,1.7,18.5,0.0,1,1.2996380050420602,-1.5063748960729946,Mid-Career Balanced Families
1536,38,62432,294445,4,2,0,0,0.24,85.7,-5.7,20.0,0.0,4,-0.7961810789241882,-0.8990255684711987,Retired Income Seekers
1537,58,116385,825323,4,1,1,0,0.37,68.4,15.9,15.7,0.0,1,0.7622756062676858,-1.09650036004985,Mid-Career Balanced Families
1538,46,29446,13251,2,28,1,1,0.37,66.6,19.5,7.2,6.7,3,1.6632458571987165,0.26813500683837954,High-Net-Worth Diversifiers
1539,59,108396,74201,3,4,0,0,0.22,66.6,21.4,8.6,3.4,4,-0.9590396356236836,0.4013707162819588,Retired Income Seekers
1540,33,28994,190596,4,30,0,0,0.37,95.0,-3.6,8.6,0.0,2,-0.04107012289822038,-1.1086770985062753,Pre-Retiree Conservatives
1541,44,54036,323206,3,7,0,0,0.22,84.8,-0.1,15.3,0.0,4,-1.0498538229735446,-0.5256655717822162,Retired Income Seekers
1542,74,101404,28128,4,22,1,0,0.32,71.7,8.3,20.0,0.0,1,1.6082640605867864,0.32646434349252546,Mid-Career Balanced Families
1543,63,26076,273143,3,26,0,0,0.24,91.3,-2.6,11.3,0.0,2,-0.27612133371484027,0.1369090632945346,Pre-Retiree Conservatives
1544,43,67986,81950,2,29,0,0,0.22,75.8,8.2,16.0,0.0,2,-1.0877153508288355,0.38654384169006634,Pre-Retiree Conservatives
1545,42,140151,17569,4,25,1,1,0.12,78.8,7.3,13.9,0.0,3,1.5795671609626076,2.074264882178123,High-Net-Worth Diversifiers
1546,48,83429,66117,4,10,0,0,0.12,86.6,-0.1,13.5,0.0,4,-0.6992667040184449,0.411059005076366,Retired Income Seekers
1547,52,36154,301719,4,20,0,0,0.32,92.5,-12.5,20.0,0.0,4,-0.04405975211294209,-0.6668897161564072,Retired Income Seekers
1548,27,173356,18472,2,14,0,0,0.24,83.2,4.1,12.7,0.0,4,-1.907819169826318,0.521473139997565,Retired Income Seekers
1549,48,94928,349571,2,33,0,1,0.22,78.4,2.9,18.7,0.0,3,-0.20899660099149692,1.9548128789586108,High-Net-Worth Diversifiers
1550,61,16279,228674,3,5,1,1,0.32,51.2,39.2,9.6,0.0,3,1.834280654919818,-0.07874876536698422,High-Net-Worth Diversifiers
1551,55,109641,120014,2,6,0,0,0.24,71.7,19.1,9.2,0.0,4,-1.3971455590253647,0.3481611154604369,Retired Income Seekers
1552,33,40136,22874,2,22,0,0,0.12,87.0,-0.2,13.2,0.0,2,-1.4207599904722046,0.15200410952474944,Pre-Retiree Conservatives
1553,66,68706,25186,4,17,1,0,0.22,71.9,12.8,15.3,0.0,1,1.338999320358773,0.12454487927250646,Mid-Career Balanced Families
1554,74,121249,100893,3,15,1,0,0.24,63.6,20.2,16.2,0.0,1,0.8427254435981687,0.7380227096662837,Mid-Career Balanced Families
1555,28,40752,42195,3,39,0,0,0.37,95.0,-3.4,8.4,0.0,2,-0.3840484109635072,-0.7161707957042284,Pre-Retiree Conservatives
1556,31,18922,109042,2,28,1,0,0.22,83.8,-0.7,16.9,0.0,1,0.25389682474659775,-0.782984527836621,Mid-Career Balanced Families
1557,66,171764,482829,5,2,1,0,0.37,71.5,11.8,16.7,0.0,1,1.253443178632975,-0.2728725324554182,Mid-Career Balanced Families
1558,38,135294,117286,2,18,0,0,0.32,80.5,12.8,6.7,0.0,4,-1.4274559449184958,0.14060496184821789,Retired Income Seekers
1559,47,56326,113489,4,27,1,0,0.24,85.1,-4.8,19.7,0.0,1,1.2419655441149822,-0.3253055648774276,Mid-Career Balanced Families
1560,42,108813,113597,5,21,1,0,0.24,95.0,-15.0,20.0,0.0,1,1.2990462156159857,-0.20427923888445915,Mid-Career Balanced Families
1561,49,46232,549125,4,23,0,0,0.24,89.6,1.5,8.9,0.0,2,-0.29717823705060376,-0.3210678083252963,Pre-Retiree Conservatives
1562,67,64079,768383,5,7,1,1,0.24,64.8,23.1,12.1,0.0,3,2.3228881645483703,0.5089871638844152,High-Net-Worth Diversifiers
1563,23,54122,270038,4,19,1,0,0.22,95.0,-15.0,20.0,0.0,1,0.637970587214089,-1.1489708715923443,Mid-Career Balanced Families
1564,64,47559,191742,2,9,1,1,0.37,30.2,57.7,12.1,0.0,3,1.5185482758569986,0.2890656522947187,High-Net-Worth Diversifiers
1565,22,76996,214373,2,12,0,0,0.37,83.1,9.0,7.9,0.0,4,-1.5345471288980552,-1.2482606823444038,Retired Income Seekers
1566,72,25700,903058,3,30,0,0,0.32,77.1,5.3,17.6,0.0,2,-0.1378205203942046,-0.17930564834822338,Pre-Retiree Conservatives
1567,74,50206,288226,1,7,1,0,0.32,37.2,46.7,16.1,0.0,1,0.1878888644737874,-0.4210894034847063,Mid-Career Balanced Families
1568,57,74617,1011481,4,2,0,0,0.24,73.7,6.3,20.0,0.0,4,-0.7696372486397923,-0.6380458812361892,Retired Income Seekers
1569,72,216786,98429,2,17,1,0,0.12,54.8,29.0,16.2,0.0,1,-0.11043880174391131,2.281469552052683,Mid-Career Balanced Families
1570,47,26442,32771,4,11,0,0,0.12,77.6,2.4,20.0,0.0,4,-0.49045879944650533,-0.11517972351361173,Retired Income Seekers
1571,50,86196,72920,3,12,0,1,0.24,69.1,11.4,19.5,0.0,3,0.0521811759023031,1.2945695712896605,High-Net-Worth Diversifiers
1572,42,93069,82838,3,3,1,0,0.37,74.3,19.1,6.6,0.0,1,0.4448649462054512,-1.2315900917425202,Mid-Career Balanced Families
1573,32,16095,1116192,5,21,0,0,0.32,95.0,-15.0,20.0,0.0,2,-0.13882137179823076,-1.7978395872145814,Pre-Retiree Conservatives
1574,61,79807,393838,2,14,0,0,0.22,65.1,21.6,11.0,2.3,4,-1.189083309271426,0.3953590869650142,Retired Income Seekers
1575,32,110879,75739,4,15,0,0,0.12,95.0,-12.6,17.6,0.0,4,-0.9757334009015853,0.40510211617508535,Retired Income Seekers
1576,57,90405,429378,4,10,1,0,0.32,79.6,10.1,10.3,0.0,1,1.0340430922473123,-0.7175424142340009,Mid-Career Balanced Families
1577,70,56457,139316,2,36,1,0,0.12,65.6,22.7,11.7,0.0,1,0.7139924961998962,1.202205129407568,Mid-Career Balanced Families
1578,60,75604,1157140,3,10,1,0,0.37,56.9,27.7,15.4,0.0,1,0.5537130417494555,-1.251882493213883,Mid-Career Balanced Families
1579,61,67433,109049,3,17,0,0,0.37,73.6,6.6,19.8,0.0,4,-0.3256860372302452,-0.2686880791209277,Retired Income Seekers
1580,56,18349,25676,4,25,0,0,0.24,91.4,-1.1,9.7,0.0,2,0.1232736277094872,-0.11580644295312,Pre-Retiree Conservatives
1581,55,68550,130079,3,27,1,0,0.24,76.8,9.6,9.7,3.9,1,0.9044968630869618,0.07450634701796897,Mid-Career Balanced Families
1582,68,46307,109121,3,33,1,0,0.12,77.1,3.8,19.1,0.0,1,1.0969880384935675,0.8965019232415247,Mid-Career Balanced Families
1583,45,36556,32471,4,11,0,0,0.12,95.0,-15.0,20.0,0.0,4,-0.5580348899350911,-0.06854838345798077,Retired Income Seekers
1584,43,340945,328763,2,13,1,1,0.32,51.1,34.9,14.0,0.0,3,0.09539517630419697,2.833282421420936,High-Net-Worth Diversifiers
1585,26,143893,899561,4,1,0,0,0.24,95.0,-15.0,20.0,0.0,4,-1.494664932095349,-0.7282889553110093,Retired Income Seekers
1586,54,26765,42320,4,31,0,0,0.37,93.6,-13.6,20.0,0.0,2,0.3761933335834576,-0.5086440670953316,Pre-Retiree Conservatives
1587,57,76316,522955,4,33,1,1,0.32,82.4,7.9,9.7,0.0,3,2.347614425756675,0.9343078293963217,High-Net-Worth Diversifiers
1588,68,166145,78593,4,21,0,0,0.32,86.8,-6.7,19.9,0.0,4,-0.14096807675050768,1.104658006626426,Retired Income Seekers
1589,41,21008,157998,3,16,0,0,0.22,87.9,-4.1,16.2,0.0,4,-0.7792461319598286,-0.5934400983081363,Retired Income Seekers
1590,40,63189,139284,5,39,0,0,0.37,95.0,-15.0,20.0,0.0,2,0.5419804791084841,-0.42764833068068503,Pre-Retiree Conservatives
1591,56,65306,157999,3,23,0,1,0.32,62.9,30.9,6.2,0.0,3,0.5124235383905009,1.1504333569943164,High-Net-Worth Diversifiers
1592,73,24534,287132,3,10,1,0,0.22,59.2,22.4,18.4,0.0,1,0.9814137012773122,-0.3438001597365482,Mid-Career Balanced Families
1593,64,78095,47618,2,33,0,0,0.24,73.1,10.3,16.6,0.0,2,-0.6677488698211063,1.0447159567847788,Pre-Retiree Conservatives
1594,38,130793,768318,5,22,1,0,0.37,95.0,-15.0,20.0,0.0,1,1.174256578414609,-0.948935837010039,Mid-Career Balanced Families
1595,66,172065,297822,4,6,0,0,0.24,73.3,12.4,14.3,0.0,4,-0.653074083037157,0.9561144122978045,Retired Income Seekers
1596,64,50284,443609,4,36,1,0,0.22,90.1,-1.8,11.7,0.0,1,1.5449685527957084,0.22567605948874356,Mid-Career Balanced Families
1597,55,344948,63826,1,10,0,0,0.37,60.6,24.3,15.1,0.0,4,-2.3259559544138586,2.240602408198224,Retired Income Seekers
1598,30,14177,42713,4,16,1,0,0.12,95.0,-14.6,19.6,0.0,1,0.7476140302236038,-0.8864230018621893,Mid-Career Balanced Families
1599,47,76830,672835,4,13,1,0,0.12,86.4,-1.8,15.4,0.0,1,0.546194279955403,-0.23576879355394456,Mid-Career Balanced Families
1600,23,22278,40566,4,20,1,0,0.12,95.0,-15.0,20.0,0.0,1,0.6724603035693337,-0.8737917331717739,Mid-Career Balanced Families
1601,74,63775,194690,2,4,1,0,0.32,37.9,49.5,5.8,6.8,1,0.5427759273377672,-0.4211091819207695,Mid-Career Balanced Families
1602,30,41550,552824,3,20,0,0,0.12,95.0,-2.5,7.5,0.0,2,-1.266226313232833,-0.29939585180662076,Pre-Retiree Conservatives
1603,30,85375,139781,2,22,0,0,0.32,81.4,11.1,4.8,2.7,2,-1.3263850881842554,-0.43698855108111956,Pre-Retiree Conservatives
1604,61,54785,662709,3,29,1,0,0.32,80.6,7.8,9.3,2.3,1,1.0396846064867304,-0.4544499886212661,Mid-Career Balanced Families
1605,38,33584,117492,2,16,1,0,0.22,81.8,9.4,8.8,0.0,1,0.11514319815750018,-0.800217048721993,Mid-Career Balanced Families
1606,22,35164,35140,3,23,0,0,0.12,95.0,-7.6,12.6,0.0,2,-1.1504916966209233,-0.2396000876002811,Pre-Retiree Conservatives
1607,46,231589,254996,2,30,0,0,0.37,91.0,0.2,8.8,0.0,2,-1.392245844924281,1.301972290940569,Pre-Retiree Conservatives
1608,64,81672,206479,2,30,1,0,0.32,69.7,12.9,17.4,0.0,1,0.7457163675787906,0.20571394331502005,Mid-Career Balanced Families
1609,61,18187,4096204,1,3,1,1,0.22,27.6,59.4,13.0,0.0,0,-0.5187026571109453,-1.2725364213359573,Young Aggressive Accumulators
1610,63,88040,52358,5,24,1,0,0.32,81.5,-0.5,19.0,0.0,1,1.920176297584942,-0.1233932840394269,Mid-Career Balanced Families
1611,46,52246,120304,3,37,0,0,0.37,89.6,3.9,6.5,0.0,2,-0.18942748533543025,-0.24678179723219354,Pre-Retiree Conservatives
1612,60,60067,67708,3,13,0,0,0.37,73.8,19.7,6.5,0.0,4,-0.36907980140830926,-0.45444141435402885,Retired Income Seekers
1613,56,106289,137175,3,32,0,0,0.12,80.9,1.7,17.4,0.0,2,-0.7262094241296895,1.48945679510005,Pre-Retiree Conservatives
1614,24,137071,130697,3,37,0,0,0.32,95.0,-12.7,17.7,0.0,2,-0.9307261328170533,0.23051975717686693,Pre-Retiree Conservatives
1615,71,32821,57138,5,12,1,0,0.37,77.4,3.0,19.6,0.0,1,2.1257534649865093,-1.0039101431271984,Mid-Career Balanced Families
1616,58,58640,285467,2,8,1,1,0.24,38.4,49.4,4.9,7.3,3,1.113406025165306,0.7537519554809661,High-Net-Worth Diversifiers
1617,65,40852,125872,2,24,0,1,0.37,49.8,34.4,15.8,0.0,3,0.43614014570655313,1.0520557409360265,High-Net-Worth Diversifiers
1618,65,90926,817968,5,16,0,0,0.37,86.9,-6.9,20.0,0.0,4,0.24327717854870928,-0.4799328706202408,Retired Income Seekers
1619,72,50888,74737,3,32,0,0,0.32,70.3,12.5,17.2,0.0,2,0.08729777775986836,0.49802485512340805,Pre-Retiree Conservatives
1620,51,61112,1519128,1,34,1,0,0.37,74.6,17.6,7.8,0.0,1,-0.10655075389747974,-0.9443561249457845,Mid-Career Balanced Families
1621,59,49553,226624,2,35,0,0,0.22,74.3,14.2,11.5,0.0,2,-0.7115998626979719,0.7084812903820502,Pre-Retiree Conservatives
1622,55,55587,748330,1,32,0,0,0.37,66.5,22.6,10.9,0.0,2,-1.189141271090428,-0.23511047184944853,Pre-Retiree Conservatives
1623,33,197452,186940,5,17,1,0,0.24,95.0,-12.4,17.4,0.0,1,0.7540011427507688,0.27327241902398813,Mid-Career Balanced Families
1624,40,319188,63781,2,2,1,0,0.37,67.6,25.5,4.5,2.4,1,-0.8010147044812749,0.9487815151744529,Mid-Career Balanced Families
1625,58,77961,118631,5,26,1,0,0.12,89.4,-9.4,20.0,0.0,1,1.5449566233867538,0.5712507230095958,Mid-Career Balanced Families
1626,65,55827,30818,5,17,0,1,0.32,84.8,-4.8,20.0,0.0,3,1.4757699908471384,0.9984612326532177,High-Net-Worth Diversifiers
1627,70,19595,142366,3,38,0,0,0.24,77.7,11.3,11.0,0.0,2,0.10416959431518376,0.6390229664062509,Pre-Retiree Conservatives
1628,38,35161,200087,1,2,0,0,0.22,69.7,17.4,3.2,9.7,4,-1.9645662347696145,-0.7548876795418756,Retired Income Seekers
1629,31,54791,171934,1,8,1,0,0.37,60.3,33.4,6.3,0.0,1,-0.38960723226898514,-1.5953348790818536,Mid-Career Balanced Families
1630,70,36295,803063,3,6,1,1,0.37,49.8,35.8,6.7,7.7,3,1.819920729685667,-0.12303903007750464,High-Net-Worth Diversifiers
1631,68,39068,136085,3,9,1,1,0.22,45.5,35.4,19.0,0.0,3,1.7977103345755714,0.9120713382862469,High-Net-Worth Diversifiers
1632,33,180371,16767,3,1,0,0,0.37,82.8,7.0,10.2,0.0,4,-1.4088265401920246,-0.2867229385220224,Retired Income Seekers
1633,37,61093,11442877,3,5,1,1,0.12,59.9,23.3,16.8,0.0,0,-2.830390361524062,-4.533547544238763,Young Aggressive Accumulators
1634,45,65039,71059,5,39,0,0,0.24,95.0,-15.0,20.0,0.0,2,0.4196304602441567,0.32628991972372806,Pre-Retiree Conservatives
1635,40,37349,520473,3,9,0,0,0.37,91.5,-1.0,9.5,0.0,4,-0.8361015226028065,-1.4901767339883012,Retired Income Seekers
1636,29,136527,26766,4,14,0,0,0.22,95.0,-6.8,11.8,0.0,4,-0.943957378457735,0.12416655978489538,Retired Income Seekers
1637,52,51595,218437,4,27,1,0,0.22,90.4,-6.4,16.0,0.0,1,1.270707656968692,-0.20457707821883403,Mid-Career Balanced Families
1638,42,41580,62726,2,9,0,0,0.24,70.1,15.3,14.6,0.0,4,-1.304671102306457,-0.5182967352833863,Retired Income Seekers
1639,38,19800,5501,2,36,1,0,0.12,92.3,3.6,4.1,0.0,1,0.3633601828203088,0.11322553817190238,Mid-Career Balanced Families
1640,44,57367,115916,2,29,1,0,0.24,80.6,10.4,9.0,0.0,1,0.3813620784450717,-0.15565979010734446,Mid-Career Balanced Families
1641,58,40682,153264,2,20,0,0,0.37,69.4,21.2,5.0,4.4,4,-0.6673171878598099,-0.446818177731129,Retired Income Seekers
1642,37,194698,125158,3,15,1,0,0.12,87.8,1.5,10.7,0.0,1,-0.2276213342101996,1.0370901472276544,Mid-Career Balanced Families
1643,27,217668,217887,3,36,0,0,0.12,95.0,-3.1,8.1,0.0,2,-1.5461161241228751,1.8991475212466493,Pre-Retiree Conservatives
1644,29,25217,117781,3,3,0,0,0.22,94.0,-0.7,6.7,0.0,4,-1.1923435272329153,-1.1908499756661803,Retired Income Seekers
1645,46,27295,176836,5,23,1,0,0.12,95.0,-8.1,13.1,0.0,1,1.454896791515195,-0.32165486158261913,Mid-Career Balanced Families
1646,39,49344,199612,2,9,1,0,0.37,71.3,10.3,18.4,0.0,1,0.18741769965728822,-1.5231048321890364,Mid-Career Balanced Families
1647,46,33818,156027,3,30,0,1,0.37,82.7,4.6,12.7,0.0,3,0.6599782760823004,0.5691749813392416,High-Net-Worth Diversifiers
1648,33,69716,132596,1,19,1,0,0.37,72.1,15.6,12.3,0.0,1,-0.21251004313794447,-1.0835741638991871,Mid-Career Balanced Families
1649,36,47636,55693,3,38,1,0,0.32,95.0,-9.4,14.4,0.0,1,1.0102522442957966,-0.6219183392496178,Mid-Career Balanced Families
1650,47,72865,332147,3,3,0,0,0.12,77.8,14.2,7.5,0.5,4,-1.305229935477735,0.06143381890089737,Retired Income Seekers
1651,62,121937,115890,5,3,0,1,0.12,68.7,11.3,20.0,0.0,3,0.5971609801234804,2.0237900580828443,High-Net-Worth Diversifiers
1652,66,28425,105177,3,34,1,0,0.37,71.5,22.1,6.4,0.0,1,1.5683936530530693,-0.40981261744260444,Mid-Career Balanced Families
1653,47,120168,300966,1,2,0,1,0.22,45.0,42.4,12.6,0.0,3,-1.231847667705864,1.4351815245875135,High-Net-Worth Diversifiers
1654,68,35952,209892,3,27,1,0,0.12,79.0,6.0,12.1,2.9,1,0.9991492554641002,0.5869330863863653,Mid-Career Balanced Families
1655,53,269396,70413,2,23,1,1,0.32,58.0,31.4,9.7,0.9,3,0.7596751563702834,2.7934769075491532,High-Net-Worth Diversifiers
1656,31,186219,729993,2,32,0,0,0.12,95.0,-1.2,6.2,0.0,2,-2.0311567879856627,1.4438775084972546,Pre-Retiree Conservatives
1657,37,55317,39063,3,35,1,1,0.24,77.2,4.8,18.0,0.0,3,1.733984275948591,0.958654141485528,High-Net-Worth Diversifiers
1658,28,30500,47203,1,18,0,0,0.32,81.0,13.1,5.8,0.1,4,-1.6245934731589247,-0.9870464016346921,Retired Income Seekers
1659,38,26677,362951,3,27,1,1,0.22,77.7,7.6,14.7,0.0,3,1.57342494451379,0.4310702442260259,High-Net-Worth Diversifiers
1660,44,110364,1330895,3,11,0,0,0.32,89.1,-9.1,20.0,0.0,4,-1.348181694318805,-0.7893088357913869,Retired Income Seekers
1661,47,58613,81398,3,39,1,0,0.32,95.0,-5.1,10.1,0.0,1,1.1598635302790046,-0.22634701436867227,Mid-Career Balanced Families
1662,42,114554,267101,1,19,0,0,0.12,70.1,19.4,10.5,0.0,2,-2.0837667510280937,0.9833758171232342,Pre-Retiree Conservatives
1663,43,280116,38916,5,25,1,0,0.32,95.0,-11.0,16.0,0.0,1,0.9497460292364146,1.24314078815085,Mid-Career Balanced Families
1664,28,34917,53381,3,7,0,0,0.37,84.0,4.5,11.5,0.0,4,-0.8995406122408024,-1.6529410622963627,Retired Income Seekers
1665,35,25308,633260,4,31,0,0,0.32,95.0,-10.3,15.3,0.0,2,-0.2130045174765335,-1.0477137779498717,Pre-Retiree Conservatives
1666,36,68513,252436,3,2,0,0,0.12,84.2,2.3,13.5,0.0,4,-1.4595809584483845,-0.2459822994802168,Retired Income Seekers
1667,74,133429,657286,3,38,1,1,0.37,69.2,19.8,11.0,0.0,3,2.130018852456251,1.8474228035285432,High-Net-Worth Diversifiers
1668,28,30997,599331,3,5,0,0,0.22,83.5,-0.8,17.3,0.0,4,-1.357679658987813,-1.3281252200263078,Retired Income Seekers
1669,30,61343,13260,3,14,1,0,0.24,89.2,-2.1,12.9,0.0,1,0.3444147020328397,-0.9218617023100479,Mid-Career Balanced Families
1670,72,156221,38748,1,18,1,1,0.32,35.4,59.5,5.1,0.0,3,0.969118154190127,2.156969773967354,High-Net-Worth Diversifiers
1671,69,19091,226244,3,36,1,0,0.37,78.5,9.0,12.5,0.0,1,1.642158710100179,-0.42494577158926333,Mid-Career Balanced Families
1672,29,70595,21236,4,4,0,0,0.37,94.2,-14.2,20.0,0.0,4,-0.6255438919685019,-1.4452171644050817,Retired Income Seekers
1673,71,41024,45928,4,24,1,1,0.22,53.8,32.9,13.3,0.0,3,2.5398643601744375,1.367416345021685,High-Net-Worth Diversifiers
1674,44,65310,901991,2,13,0,0,0.22,81.4,6.9,4.8,6.9,4,-1.6043627344304814,-0.4302640252087495,Retired Income Seekers
1675,50,98405,84975,3,21,1,0,0.24,80.3,4.1,15.6,0.0,1,0.6349435260152082,0.09093743896096279,Mid-Career Balanced Families
1676,39,69882,381687,4,33,1,1,0.24,86.7,-3.9,17.2,0.0,3,1.9877621592854084,0.8443378492536585,High-Net-Worth Diversifiers
1677,52,29520,157345,4,20,0,1,0.12,70.9,13.4,15.7,0.0,3,0.602181655528717,1.4281523774997968,High-Net-Worth Diversifiers
1678,51,42155,71975,2,5,0,0,0.24,65.3,21.3,13.4,0.0,4,-1.2292817847423754,-0.40133728874590985,Retired Income Seekers
1679,73,162529,22091,4,24,0,0,0.24,81.3,0.1,18.6,0.0,2,-0.11363471921340557,1.6601760389377684,Pre-Retiree Conservatives
1680,60,75376,215337,3,35,0,0,0.37,93.1,-7.0,13.9,0.0,2,-0.1061182623022867,0.2257699582062674,Pre-Retiree Conservatives
1681,56,107820,932408,3,30,1,0,0.32,82.2,4.3,13.5,0.0,1,0.7001822398871101,-0.17038554062838956,Mid-Career Balanced Families
1682,39,71339,74471,3,28,0,0,0.32,95.0,-3.2,8.2,0.0,2,-0.5888523856197564,-0.24195768780316482,Pre-Retiree Conservatives
1683,63,105491,176719,4,7,1,0,0.24,76.1,5.0,18.9,0.0,1,0.9793160102585544,-0.032213495314702086,Mid-Career Balanced Families
1684,60,45374,26271,5,35,0,0,0.12,95.0,-9.6,14.6,0.0,2,0.47766302893506496,0.9602161093758472,Pre-Retiree Conservatives
1685,38,34987,72648,5,30,1,0,0.12,95.0,-9.9,14.9,0.0,1,1.4490737939809293,-0.20875864768371258,Mid-Career Balanced Families
1686,35,102189,245010,1,34,1,0,0.32,77.2,13.9,8.9,0.0,1,-0.16564108138955488,-0.1418794133261128,Mid-Career Balanced Families
1687,52,131815,397304,5,39,1,1,0.22,87.3,-6.8,19.5,0.0,3,2.46642395355176,1.9164773467701262,High-Net-Worth Diversifiers
1688,45,31571,317152,1,9,0,1,0.37,50.3,33.8,15.9,0.0,3,-0.5923661624048394,0.05470737036126903,High-Net-Worth Diversifiers
1689,56,40008,14216,2,12,1,0,0.24,52.7,31.1,16.2,0.0,1,0.38911838240621915,-0.43946565922073016,Mid-Career Balanced Families
1690,65,53409,94059,3,29,0,0,0.37,83.3,0.2,16.5,0.0,2,-0.007287586574748552,0.03292898943917353,Pre-Retiree Conservatives
1691,66,186069,50983,3,10,0,0,0.24,69.9,21.9,8.2,0.0,4,-0.9721167765218107,1.4037400790435537,Retired Income Seekers
1692,55,88804,112326,3,27,1,0,0.24,79.3,10.9,9.8,0.0,1,0.8403610302690468,0.27603171399031823,Mid-Career Balanced Families
1693,24,23697,142424,3,19,1,0,0.32,90.1,-6.9,16.8,0.0,1,0.5520940546956625,-1.710817399664302,Mid-Career Balanced Families
1694,58,56101,585149,5,13,0,0,0.37,94.3,-13.5,19.2,0.0,4,0.2780861512347251,-0.9622353125616421,Retired Income Seekers
1695,64,50406,231951,2,37,0,0,0.37,72.1,23.0,4.9,0.0,2,-0.3469157498360363,0.22517858027456092,Pre-Retiree Conservatives
1696,61,26336,892157,2,32,1,0,0.22,76.0,8.4,15.6,0.0,1,0.5208350768937029,-0.21326650674144032,Mid-Career Balanced Families
1697,47,55639,70304,5,15,0,0,0.22,95.0,-15.0,20.0,0.0,4,0.05221050491436919,-0.28079170980690793,Retired Income Seekers
1698,44,48872,29717,1,21,0,0,0.37,78.9,10.0,5.0,6.1,4,-1.2862844235166808,-0.5440415675355103,Retired Income Seekers
1699,65,46483,933121,3,3,1,0,0.22,56.7,35.4,7.9,0.0,1,0.44077461240416554,-0.8241259423071905,Mid-Career Balanced Families
1700,60,45018,273798,4,8,0,0,0.22,82.1,5.1,12.8,0.0,4,-0.3038407012309341,-0.25175659916068605,Retired Income Seekers
1701,36,167707,66707,3,6,1,0,0.24,89.6,3.0,7.4,0.0,1,-0.07680212970901515,-4.7492612794917415e-05,Mid-Career Balanced Families
1702,70,46416,275236,4,29,1,0,0.32,76.7,6.9,16.4,0.0,1,1.7664036141432689,-0.22092518199107591,Mid-Career Balanced Families
